ticker,date,quarter,tone,text_clean,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sent_mean,vader_sent_std,vader_sent_min,vader_sent_max,vader_pct_positive_sents,vader_pct_negative_sents,n_words,n_sentences,avg_sent_length,uncertain_count,uncertain_ratio,positive_count,positive_ratio,negative_count,negative_ratio,negation_count,negation_ratio,forward_count,forward_ratio,fog_index,net_tone,net_tone_ratio,complex_word_ratio,vader_compound_lag,vader_compound_change,vader_sent_mean_lag,vader_sent_mean_change,uncertain_ratio_lag,uncertain_ratio_change,positive_ratio_lag,positive_ratio_change,net_tone_ratio_lag,net_tone_ratio_change,sentiment_regime,regime_shift,year
MSFT,2020-07-01,Q3 2020,mixed,"For the quarter ended July 2020, We delivered solid results across our three segments though growth moderated from recent quarters reflecting macro headwinds and enterprise budget scrutiny. We maintained strong discipline on expenses while continuing to invest in strategic AI priorities. Demand environment remains mixed with some customers extending procurement cycles and delaying decisions. We remain cautiously optimistic about the second half and are managing the business for both growth and profitability.",0.9001,0.179,0.019,0.802,0.3987,0.3167,-0.128,0.7184,0.75,0.25,77,4,19.25,0,0.0,4,0.0519,0,0.0,0,0.0,1,0.25,20.69,4,0.0519,0.3247,0.9666,-0.0665,0.5437,-0.14499999999999996,0.0,0.0,0.061,-0.009099999999999997,0.061,-0.009099999999999997,positive,0,2020
MSFT,2020-10-01,Q4 2020,positive,"For the quarter ended October 2020, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9001,0.0665,0.3987,0.14499999999999996,0.0,0.0,0.0519,0.009099999999999997,0.0519,0.009099999999999997,positive,0,2020
MSFT,2021-01-01,Q1 2021,positive,"For the quarter ended January 2021, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9666,0.0,0.5437,0.0,0.0,0.0,0.061,0.0,0.061,0.0,positive,0,2021
MSFT,2021-04-01,Q2 2021,positive,"For the quarter ended April 2021, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9666,0.0,0.5437,0.0,0.0,0.0,0.061,0.0,0.061,0.0,positive,0,2021
MSFT,2021-07-01,Q3 2021,positive,"For the quarter ended July 2021, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9666,0.0,0.5437,0.0,0.0,0.0,0.061,0.0,0.061,0.0,positive,0,2021
MSFT,2021-10-01,Q4 2021,mixed,"For the quarter ended October 2021, We delivered solid results across our three segments though growth moderated from recent quarters reflecting macro headwinds and enterprise budget scrutiny. We maintained strong discipline on expenses while continuing to invest in strategic AI priorities. Demand environment remains mixed with some customers extending procurement cycles and delaying decisions. We remain cautiously optimistic about the second half and are managing the business for both growth and profitability.",0.9001,0.179,0.019,0.802,0.3987,0.3167,-0.128,0.7184,0.75,0.25,77,4,19.25,0,0.0,4,0.0519,0,0.0,0,0.0,1,0.25,20.69,4,0.0519,0.3247,0.9666,-0.0665,0.5437,-0.14499999999999996,0.0,0.0,0.061,-0.009099999999999997,0.061,-0.009099999999999997,positive,0,2021
MSFT,2022-01-01,Q1 2022,positive,"For the quarter ended January 2022, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9001,0.0665,0.3987,0.14499999999999996,0.0,0.0,0.0519,0.009099999999999997,0.0519,0.009099999999999997,positive,0,2022
MSFT,2022-04-01,Q2 2022,positive,"For the quarter ended April 2022, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9666,0.0,0.5437,0.0,0.0,0.0,0.061,0.0,0.061,0.0,positive,0,2022
MSFT,2022-07-01,Q3 2022,mixed,"For the quarter ended July 2022, We delivered solid results across our three segments though growth moderated from recent quarters reflecting macro headwinds and enterprise budget scrutiny. We maintained strong discipline on expenses while continuing to invest in strategic AI priorities. Demand environment remains mixed with some customers extending procurement cycles and delaying decisions. We remain cautiously optimistic about the second half and are managing the business for both growth and profitability.",0.9001,0.179,0.019,0.802,0.3987,0.3167,-0.128,0.7184,0.75,0.25,77,4,19.25,0,0.0,4,0.0519,0,0.0,0,0.0,1,0.25,20.69,4,0.0519,0.3247,0.9666,-0.0665,0.5437,-0.14499999999999996,0.0,0.0,0.061,-0.009099999999999997,0.061,-0.009099999999999997,positive,0,2022
MSFT,2022-10-01,Q4 2022,positive,"For the quarter ended October 2022, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9001,0.0665,0.3987,0.14499999999999996,0.0,0.0,0.0519,0.009099999999999997,0.0519,0.009099999999999997,positive,0,2022
MSFT,2023-01-01,Q1 2023,positive,"For the quarter ended January 2023, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9666,0.0,0.5437,0.0,0.0,0.0,0.061,0.0,0.061,0.0,positive,0,2023
MSFT,2023-04-01,Q2 2023,positive,"For the quarter ended April 2023, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9666,0.0,0.5437,0.0,0.0,0.0,0.061,0.0,0.061,0.0,positive,0,2023
MSFT,2023-07-01,Q3 2023,positive,"For the quarter ended July 2023, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9666,0.0,0.5437,0.0,0.0,0.0,0.061,0.0,0.061,0.0,positive,0,2023
MSFT,2023-10-01,Q4 2023,mixed,"For the quarter ended October 2023, We delivered solid results across our three segments though growth moderated from recent quarters reflecting macro headwinds and enterprise budget scrutiny. We maintained strong discipline on expenses while continuing to invest in strategic AI priorities. Demand environment remains mixed with some customers extending procurement cycles and delaying decisions. We remain cautiously optimistic about the second half and are managing the business for both growth and profitability.",0.9001,0.179,0.019,0.802,0.3987,0.3167,-0.128,0.7184,0.75,0.25,77,4,19.25,0,0.0,4,0.0519,0,0.0,0,0.0,1,0.25,20.69,4,0.0519,0.3247,0.9666,-0.0665,0.5437,-0.14499999999999996,0.0,0.0,0.061,-0.009099999999999997,0.061,-0.009099999999999997,positive,0,2023
MSFT,2024-01-01,Q1 2024,cautious,"For the quarter ended January 2024, Revenue growth reflects challenging conditions across certain business segments particularly in our devices and gaming categories where consumer demand weakened more than anticipated. We are proactively managing costs and headcount to improve operating leverage. While near-term headwinds persist we remain committed to our long-term strategic investments. The competitive environment is intensifying and we are monitoring our market position carefully.",0.8271,0.195,0.051,0.754,0.3427,0.065,0.2732,0.4404,1.0,0.0,70,4,17.5,1,0.0143,1,0.0143,1,0.0143,0,0.0,1,0.25,21.29,-1,-0.0143,0.3571,0.9001,-0.07300000000000006,0.3987,-0.055999999999999994,0.0,0.0143,0.0519,-0.0376,0.0519,-0.06620000000000001,positive,0,2024
MSFT,2024-04-01,Q2 2024,mixed,"For the quarter ended April 2024, We delivered solid results across our three segments though growth moderated from recent quarters reflecting macro headwinds and enterprise budget scrutiny. We maintained strong discipline on expenses while continuing to invest in strategic AI priorities. Demand environment remains mixed with some customers extending procurement cycles and delaying decisions. We remain cautiously optimistic about the second half and are managing the business for both growth and profitability.",0.9001,0.179,0.019,0.802,0.3987,0.3167,-0.128,0.7184,0.75,0.25,77,4,19.25,0,0.0,4,0.0519,0,0.0,0,0.0,1,0.25,20.69,4,0.0519,0.3247,0.8271,0.07300000000000006,0.3427,0.055999999999999994,0.0143,-0.0143,0.0143,0.0376,-0.0143,0.06620000000000001,positive,0,2024
MSFT,2024-07-01,Q3 2024,positive,"For the quarter ended July 2024, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9001,0.0665,0.3987,0.14499999999999996,0.0,0.0,0.0519,0.009099999999999997,0.0519,0.009099999999999997,positive,0,2024
MSFT,2024-10-01,Q4 2024,positive,"For the quarter ended October 2024, Microsoft Cloud revenue surpassed expectations growing strongly year over year. Azure and other cloud services demonstrated continued robust demand from enterprise customers accelerating their digital transformation journeys. AI integration across our product suite is gaining significant momentum with Copilot deployments expanding rapidly. Commercial bookings growth reflects healthy pipeline and strong execution across all our business segments. We are uniquely positioned to help every organization on the planet benefit from AI.",0.9666,0.274,0.016,0.71,0.5437,0.2075,0.2263,0.8225,1.0,0.0,82,5,16.4,0,0.0,5,0.061,0,0.0,0,0.0,0,0.0,19.73,5,0.061,0.3293,0.9666,0.0,0.5437,0.0,0.0,0.0,0.061,0.0,0.061,0.0,positive,0,2024
NVDA,2020-04-01,Q2 2020,mixed,"For the quarter ended April 2020, Revenue reflects strong data center performance partially offset by gaming normalization and export restriction impacts on certain China business segments. We are working carefully through the regulatory environment and adapting our product offerings accordingly. Demand for AI compute remains very strong and our next generation architecture is on track for ramp as planned. We expect near-term headwinds to resolve as we transition product generations.",0.8588,0.164,0.045,0.791,0.374,0.1496,0.128,0.5106,1.0,0.0,75,4,18.75,0,0.0,2,0.0267,0,0.0,0,0.0,1,0.25,17.1,2,0.0267,0.24,,,,,,,,,,,positive,1,2020
NVDA,2020-07-01,Q3 2020,positive,"For the quarter ended July 2020, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.8588,-0.45690000000000003,0.374,-0.2704,0.0,0.0,0.0267,0.007399999999999997,0.0267,0.007399999999999997,positive,0,2020
NVDA,2020-10-01,Q4 2020,positive,"For the quarter ended October 2020, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2020
NVDA,2021-01-01,Q1 2021,positive,"For the quarter ended January 2021, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2021
NVDA,2021-04-01,Q2 2021,mixed,"For the quarter ended April 2021, Revenue reflects strong data center performance partially offset by gaming normalization and export restriction impacts on certain China business segments. We are working carefully through the regulatory environment and adapting our product offerings accordingly. Demand for AI compute remains very strong and our next generation architecture is on track for ramp as planned. We expect near-term headwinds to resolve as we transition product generations.",0.8588,0.164,0.045,0.791,0.374,0.1496,0.128,0.5106,1.0,0.0,75,4,18.75,0,0.0,2,0.0267,0,0.0,0,0.0,1,0.25,17.1,2,0.0267,0.24,0.4019,0.45690000000000003,0.1036,0.2704,0.0,0.0,0.0341,-0.007399999999999997,0.0341,-0.007399999999999997,positive,0,2021
NVDA,2021-07-01,Q3 2021,mixed,"For the quarter ended July 2021, Revenue reflects strong data center performance partially offset by gaming normalization and export restriction impacts on certain China business segments. We are working carefully through the regulatory environment and adapting our product offerings accordingly. Demand for AI compute remains very strong and our next generation architecture is on track for ramp as planned. We expect near-term headwinds to resolve as we transition product generations.",0.8588,0.164,0.045,0.791,0.374,0.1496,0.128,0.5106,1.0,0.0,75,4,18.75,0,0.0,2,0.0267,0,0.0,0,0.0,1,0.25,17.1,2,0.0267,0.24,0.8588,0.0,0.374,0.0,0.0,0.0,0.0267,0.0,0.0267,0.0,positive,0,2021
NVDA,2021-10-01,Q4 2021,positive,"For the quarter ended October 2021, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.8588,-0.45690000000000003,0.374,-0.2704,0.0,0.0,0.0267,0.007399999999999997,0.0267,0.007399999999999997,positive,0,2021
NVDA,2022-01-01,Q1 2022,positive,"For the quarter ended January 2022, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2022
NVDA,2022-04-01,Q2 2022,positive,"For the quarter ended April 2022, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2022
NVDA,2022-07-01,Q3 2022,positive,"For the quarter ended July 2022, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2022
NVDA,2022-10-01,Q4 2022,mixed,"For the quarter ended October 2022, Revenue reflects strong data center performance partially offset by gaming normalization and export restriction impacts on certain China business segments. We are working carefully through the regulatory environment and adapting our product offerings accordingly. Demand for AI compute remains very strong and our next generation architecture is on track for ramp as planned. We expect near-term headwinds to resolve as we transition product generations.",0.8588,0.164,0.045,0.791,0.374,0.1496,0.128,0.5106,1.0,0.0,75,4,18.75,0,0.0,2,0.0267,0,0.0,0,0.0,1,0.25,17.1,2,0.0267,0.24,0.4019,0.45690000000000003,0.1036,0.2704,0.0,0.0,0.0341,-0.007399999999999997,0.0341,-0.007399999999999997,positive,0,2022
NVDA,2023-01-01,Q1 2023,positive,"For the quarter ended January 2023, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.8588,-0.45690000000000003,0.374,-0.2704,0.0,0.0,0.0267,0.007399999999999997,0.0267,0.007399999999999997,positive,0,2023
NVDA,2023-04-01,Q2 2023,mixed,"For the quarter ended April 2023, Revenue reflects strong data center performance partially offset by gaming normalization and export restriction impacts on certain China business segments. We are working carefully through the regulatory environment and adapting our product offerings accordingly. Demand for AI compute remains very strong and our next generation architecture is on track for ramp as planned. We expect near-term headwinds to resolve as we transition product generations.",0.8588,0.164,0.045,0.791,0.374,0.1496,0.128,0.5106,1.0,0.0,75,4,18.75,0,0.0,2,0.0267,0,0.0,0,0.0,1,0.25,17.1,2,0.0267,0.24,0.4019,0.45690000000000003,0.1036,0.2704,0.0,0.0,0.0341,-0.007399999999999997,0.0341,-0.007399999999999997,positive,0,2023
NVDA,2023-07-01,Q3 2023,positive,"For the quarter ended July 2023, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.8588,-0.45690000000000003,0.374,-0.2704,0.0,0.0,0.0267,0.007399999999999997,0.0267,0.007399999999999997,positive,0,2023
NVDA,2023-10-01,Q4 2023,positive,"For the quarter ended October 2023, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2023
NVDA,2024-01-01,Q1 2024,positive,"For the quarter ended January 2024, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2024
NVDA,2024-04-01,Q2 2024,positive,"For the quarter ended April 2024, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2024
NVDA,2024-07-01,Q3 2024,positive,"For the quarter ended July 2024, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2024
NVDA,2024-10-01,Q4 2024,positive,"For the quarter ended October 2024, NVIDIA delivered record revenue driven by extraordinary demand for our data center and AI computing platform globally. Hopper GPU architecture demand continues to significantly exceed our ability to supply and we are working aggressively to increase production capacity rapidly. Every major cloud provider hyperscaler and AI company is deploying NVIDIA infrastructure at unprecedented scale. We are at the beginning of a massive platform transition to accelerated computing and generative AI that will take years to play out.",0.4019,0.078,0.059,0.862,0.1036,0.1803,-0.128,0.34,0.5,0.25,88,4,22.0,0,0.0,3,0.0341,0,0.0,0,0.0,0,0.0,19.25,3,0.0341,0.2614,0.4019,0.0,0.1036,0.0,0.0,0.0,0.0341,0.0,0.0341,0.0,positive,0,2024
TSLA,2020-04-01,Q2 2020,mixed,"For the quarter ended April 2020, Vehicle deliveries reflect deliberate pricing decisions to stimulate demand and grow our total addressable market. Automotive gross margin came under pressure as expected from these strategic pricing adjustments. We believe short-term margin compression is the right strategic trade-off to capture market share at this critical stage of global EV adoption and transition. Competition is intensifying but we maintain significant technological and manufacturing advantages that are difficult to replicate.",-0.0772,0.102,0.118,0.78,-0.0689,0.3537,-0.6486,0.296,0.5,0.25,79,4,19.75,1,0.0127,1,0.0127,1,0.0127,0,0.0,1,0.25,20.05,-1,-0.0127,0.3038,,,,,,,,,,,neutral,1,2020
TSLA,2020-07-01,Q3 2020,positive,"For the quarter ended July 2020, We delivered record vehicle production and deliveries exceeding our targets despite significant supply chain complexity. Energy storage deployments reached all-time highs and we continue to expand our Supercharger network at an accelerating pace. Full self-driving capability is progressing and we remain confident in our autonomous driving timeline. Margins improved sequentially as cost reduction initiatives gained traction across all manufacturing operations globally. We are the most compelling opportunity in the automotive and energy industries.",0.9551,0.238,0.017,0.745,0.4736,0.3244,-0.1511,0.7485,0.8,0.2,85,5,17.0,0,0.0,5,0.0588,0,0.0,0,0.0,1,0.2,19.51,5,0.0588,0.3176,-0.0772,1.0323,-0.0689,0.5425,0.0127,-0.0127,0.0127,0.0461,-0.0127,0.0715,positive,1,2020
